date,player_name,team,opponent,position,stat,edge,grade,bucket,is_valid,is_combo,total_points,total_conditions,pass_rate,hitrate,hitrate_source,season_avg,games_played,ud_line,ud_over_odds,ud_under_odds,adaptive_multiplier,n_zone_conditions,n_playtype_conditions,details
2026-05-26,De'Aaron Fox,SAS,OKC,SF,points,under,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,13.5,-125,+103,0.9757,0,0,
2026-05-26,De'Aaron Fox,SAS,OKC,SF,assists,under,B,watchlist,False,False,1,1,0.868,0.417,nba_api_gamelog,6.2,72,5.5,+109,-134,0.8681,0,0,
2026-05-26,Shai Gilgeous-Alexander,OKC,SAS,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.471,nba_api_gamelog,4.3,68,3.5,-145,+120,1.0107,0,0,
2026-05-26,Shai Gilgeous-Alexander,OKC,SAS,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.939,0.471,combo_average,10.9,68,12.5,+106,-130,0.9394,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-05-28,De'Aaron Fox,SAS,OKC,SG,rebounds,over,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,3.8,72,3.5,-125,+103,1.1,0,0,
2026-05-28,Shai Gilgeous-Alexander,OKC,SAS,SG,points,under,D,other,False,False,0,0,0.0,0.412,nba_api_gamelog,31.1,68,30.5,+103,-127,0.9757,0,0,
2026-05-28,Shai Gilgeous-Alexander,OKC,SAS,SG,assists,under,B,watchlist,False,False,1,1,0.868,0.471,nba_api_gamelog,6.6,68,8.5,+116,-141,0.8681,0,0,
2026-05-28,De'Aaron Fox,SAS,OKC,SF,points,under,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,15.5,-112,-112,0.9757,0,0,
2026-05-28,De'Aaron Fox,SAS,OKC,SF,assists,under,B,watchlist,False,False,1,1,0.868,0.417,nba_api_gamelog,6.2,72,5.5,-130,+108,0.8681,0,0,
2026-05-28,Shai Gilgeous-Alexander,OKC,SAS,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.471,nba_api_gamelog,4.3,68,3.5,-167,+136,1.019,0,0,
2026-05-28,Shai Gilgeous-Alexander,OKC,SAS,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.944,0.471,combo_average,10.9,68,11.5,-137,+111,0.9435,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-06-03,De'Aaron Fox,SAS,NYK,SG,points,under,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,15.5,-112,-112,0.9757,0,0,
2026-06-03,Jalen Brunson,NYK,SAS,SG,points,under,D,other,False,False,0,0,0.0,0.514,nba_api_gamelog,26.0,74,25.5,-110,-113,0.9657,0,0,
2026-06-03,Jalen Brunson,NYK,SAS,SG,assists,under,A,valid,True,False,1,1,0.858,0.541,nba_api_gamelog,6.8,74,6.5,-112,-112,0.8581,0,0,
2026-06-03,De'Aaron Fox,SAS,NYK,SF,assists,under,B,watchlist,False,False,1,1,0.868,0.417,nba_api_gamelog,6.2,72,5.5,-127,+103,0.8681,0,0,
2026-06-03,De'Aaron Fox,SAS,NYK,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,3.8,72,3.5,-112,-112,1.009,0,0,
2026-06-03,De'Aaron Fox,SAS,NYK,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.939,0.458,combo_average,10.0,72,9.5,-115,-107,0.9385,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-06-05,De'Aaron Fox,SAS,NYK,SG,points,under,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,15.5,-106,-117,0.9757,0,0,
2026-06-05,Jalen Brunson,NYK,SAS,SG,points,under,D,other,False,False,0,0,0.0,0.514,nba_api_gamelog,26.0,74,25.5,-103,-121,0.9657,0,0,
2026-06-05,Jalen Brunson,NYK,SAS,SG,assists,under,A,valid,True,False,1,1,0.858,0.541,nba_api_gamelog,6.8,74,6.5,+116,-139,0.8581,0,0,
2026-06-05,De'Aaron Fox,SAS,NYK,SF,assists,under,B,watchlist,False,False,1,1,0.868,0.417,nba_api_gamelog,6.2,72,5.5,-125,+102,0.8681,0,0,
2026-06-05,De'Aaron Fox,SAS,NYK,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,3.8,72,3.5,+125,-154,1.009,0,0,
2026-06-05,Jalen Brunson,NYK,SAS,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.419,nba_api_gamelog,3.3,74,2.5,-150,+122,1.019,0,0,
2026-06-05,De'Aaron Fox,SAS,NYK,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.939,0.458,combo_average,10.0,72,9.5,+108,-134,0.9385,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-06-05,Jalen Brunson,NYK,SAS,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.939,0.48,combo_average,10.1,74,8.5,-136,+111,0.9385,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-06-08,De'Aaron Fox,SAS,NYK,SG,points,under,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,14.5,-107,-115,0.99,0,0,
2026-06-08,Jalen Brunson,NYK,SAS,SG,points,under,D,other,False,False,0,0,0.0,0.514,nba_api_gamelog,26.0,74,26.5,-103,-120,0.9891,0,0,
2026-06-08,Jalen Brunson,NYK,SAS,SG,assists,under,A,valid,True,False,1,1,0.908,0.541,nba_api_gamelog,6.8,74,6.5,+126,-154,0.908,0,0,
2026-06-08,De'Aaron Fox,SAS,NYK,SF,assists,under,B,watchlist,False,False,1,1,0.909,0.417,nba_api_gamelog,6.2,72,5.5,-114,-108,0.9089,0,0,
2026-06-08,De'Aaron Fox,SAS,NYK,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,3.8,72,3.5,+118,-145,1.0658,0,0,
2026-06-08,Jalen Brunson,NYK,SAS,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.419,nba_api_gamelog,3.3,74,3.5,+135,-170,1.0667,0,0,
2026-06-08,De'Aaron Fox,SAS,NYK,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.987,0.458,combo_average,10.0,72,8.5,-127,+104,0.9874,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-06-08,Jalen Brunson,NYK,SAS,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.987,0.48,combo_average,10.1,74,8.5,-143,+117,0.9873,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-06-10,De'Aaron Fox,SAS,NYK,SG,points,under,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,14.5,-103,-121,0.99,0,0,
2026-06-10,Jalen Brunson,NYK,SAS,SG,points,under,D,other,False,False,0,0,0.0,0.514,nba_api_gamelog,26.0,74,27.5,-106,-117,0.9891,0,0,
2026-06-10,Jalen Brunson,NYK,SAS,SG,assists,under,A,valid,True,False,1,1,0.908,0.541,nba_api_gamelog,6.8,74,5.5,-145,+117,0.908,0,0,
2026-06-10,De'Aaron Fox,SAS,NYK,SF,assists,under,B,watchlist,False,False,1,1,0.909,0.417,nba_api_gamelog,6.2,72,5.5,-137,+111,0.9089,0,0,
2026-06-10,De'Aaron Fox,SAS,NYK,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,3.8,72,3.5,+123,-152,1.0658,0,0,
2026-06-10,Jalen Brunson,NYK,SAS,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.419,nba_api_gamelog,3.3,74,3.5,+123,-148,1.0667,0,0,
2026-06-10,De'Aaron Fox,SAS,NYK,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.987,0.458,combo_average,10.0,72,9.5,+103,-125,0.9874,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-06-10,Jalen Brunson,NYK,SAS,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.987,0.48,combo_average,10.1,74,9.5,+103,-127,0.9873,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-06-13,De'Aaron Fox,SAS,NYK,SG,points,under,D,other,False,False,0,0,0.0,0.458,nba_api_gamelog,18.6,72,14.5,-127,+103,0.99,0,0,
2026-06-13,Jalen Brunson,NYK,SAS,SG,points,under,D,other,False,False,0,0,0.0,0.514,nba_api_gamelog,26.0,74,27.5,-121,-103,0.9891,0,0,
2026-06-13,Jalen Brunson,NYK,SAS,SG,assists,under,A,valid,True,False,1,1,0.908,0.541,nba_api_gamelog,6.8,74,5.5,-143,+117,0.908,0,0,
2026-06-13,De'Aaron Fox,SAS,NYK,SF,assists,under,B,watchlist,False,False,1,1,0.909,0.417,nba_api_gamelog,6.2,72,5.5,-143,+116,0.9089,0,0,
2026-06-13,De'Aaron Fox,SAS,NYK,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,3.8,72,3.5,+117,-143,1.0658,0,0,
2026-06-13,De'Aaron Fox,SAS,NYK,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,0.987,0.458,combo_average,10.0,72,9.5,-112,-112,0.9874,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
