date,player_name,team,opponent,position,stat,edge,grade,bucket,is_valid,is_combo,total_points,total_conditions,pass_rate,hitrate,hitrate_source,season_avg,games_played,ud_line,ud_over_odds,ud_under_odds,adaptive_multiplier,n_zone_conditions,n_playtype_conditions,details
2026-04-08,Kawhi Leonard,LAC,OKC,SG,assists,under,A,valid,True,False,1,1,1.0,0.508,nba_api_gamelog,3.6,,3.5,+126,-157,,0,0,
2026-04-08,Cooper Flagg,DAL,PHX,SG,assists,under,A,valid,True,False,1,1,1.0,0.507,nba_api_gamelog,4.5,,5.5,+123,-152,,0,0,
2026-04-08,Devin Booker,PHX,DAL,SF,assists,over,A,valid,True,False,1,1,1.0,0.556,nba_api_gamelog,6.0,,6.5,+112,-134,,0,0,
2026-04-08,Cade Cunningham,DET,MIL,SF,assists,over,A+,valid,True,False,1,1,1.0,0.574,nba_api_gamelog,9.9,,7.5,+129,-159,,0,0,
2026-04-08,James Harden,CLE,ATL,PF,rebounds,over,A,valid,True,False,1,1,1.0,0.544,nba_api_gamelog,4.9,,4.5,+103,-125,,0,0,
2026-04-08,Jalen Johnson,ATL,CLE,PF,assists,over,A,valid,True,False,1,1,1.0,0.543,nba_api_gamelog,8.0,,7.5,-136,+111,,0,0,
2026-04-08,Anthony Edwards,MIN,ORL,PF,assists,under,A,valid,True,False,1,1,1.0,0.517,nba_api_gamelog,3.7,,,,,,0,0,
2026-04-08,Deni Avdija,POR,SAS,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.524,nba_api_gamelog,7.0,,7.5,+105,-129,,0,0,
2026-04-08,James Harden,CLE,ATL,SG,assists,under,B,watchlist,False,False,1,1,1.0,0.397,nba_api_gamelog,8.1,,8.5,+115,-141,,0,0,
2026-04-08,Devin Booker,PHX,DAL,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.476,nba_api_gamelog,3.9,,3.5,-139,+114,,0,0,
2026-04-08,Toby Okani,MEM,DEN,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,,unavailable,,,,,,,0,0,
2026-04-08,Kevin Porter Jr.,MIL,DET,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.47,nba_api_gamelog,,,,,,,0,0,
2026-04-08,Kevin Porter Jr.,MIL,DET,SG,assists,under,B,watchlist,False,False,1,1,1.0,0.42,nba_api_gamelog,,,,,,,0,0,
2026-04-08,Shai Gilgeous-Alexander,OKC,LAC,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.48,nba_api_gamelog,,,3.5,,+132,,0,0,
2026-04-08,Kawhi Leonard,LAC,OKC,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.46,nba_api_gamelog,,,6.5,-105,,,0,0,
2026-04-08,Anthony Edwards,MIN,ORL,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.42,nba_api_gamelog,,,,,,,0,0,
2026-04-08,Jalen Johnson,ATL,CLE,SF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.47,nba_api_gamelog,,,10.5,,-137,,0,0,
2026-04-08,Jamal Murray,DEN,MEM,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.49,nba_api_gamelog,,,4.5,+108,,,0,0,
2026-04-08,Jamal Murray,DEN,MEM,SF,assists,over,B,watchlist,False,False,1,1,1.0,0.39,nba_api_gamelog,,,6.5,,-130,,0,0,
2026-04-08,Cade Cunningham,DET,MIL,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.48,nba_api_gamelog,,,3.5,-112,,,0,0,
2026-04-08,De'Aaron Fox,SAS,POR,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.49,nba_api_gamelog,,,3.5,-113,,,0,0,
2026-04-08,Toby Okani,MEM,DEN,PF,assists,over,B,watchlist,False,False,1,1,1.0,,unavailable,,,,,,,0,0,
2026-04-08,Paolo Banchero,ORL,MIN,PF,assists,under,B,watchlist,False,False,1,1,1.0,0.44,nba_api_gamelog,,,4.5,,+118,,0,0,
2026-04-09,Jalen Brunson,NYK,BOS,SG,points,under,D,other,False,False,0,0,0.0,0.514,nba_api_gamelog,26.0,72,25.5,-129,+105,1.0467,0,0,
2026-04-09,Jarace Walker,IND,BKN,SG,points,under,D,other,False,False,0,0,0.0,0.486,nba_api_gamelog,11.5,74,16.5,-102,-122,1.0233,0,0,
2026-04-09,Julian Reese,WAS,CHI,SG,points,over,D,other,False,False,0,0,0.0,,unavailable,,0,18.5,-113,-109,1.04,0,0,
2026-04-09,Julian Reese,WAS,CHI,SG,assists,over,B,watchlist,False,False,1,1,1.0,,unavailable,,0,2.5,-164,+133,1.0967,0,0,
2026-04-09,Tyrese Maxey,PHI,HOU,SG,points,under,D,other,False,False,0,0,0.0,0.463,nba_api_gamelog,28.4,67,28.5,-113,-109,1.0233,0,0,
2026-04-09,Tyrese Maxey,PHI,HOU,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.358,nba_api_gamelog,4.1,67,3.5,+103,-127,1.0233,0,0,
2026-04-09,Tyrese Maxey,PHI,HOU,SG,assists,under,A,valid,True,False,1,1,1.0,0.552,nba_api_gamelog,6.7,67,6.5,-112,-112,1.0567,0,0,
2026-04-09,Nic Claxton,BKN,IND,SG,rebounds,over,A,valid,True,False,1,1,1.0,0.507,nba_api_gamelog,6.9,69,,,,1.0633,0,0,
2026-04-09,Jimmy Butler III,GSW,LAL,SG,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,5.6,38,,,,1.0467,0,0,
2026-04-09,Brandon Ingram,TOR,MIA,SG,rebounds,over,A+,valid,True,False,1,1,1.0,0.581,nba_api_gamelog,5.5,74,5.5,+108,-134,1.04,0,0,
2026-04-09,Amen Thompson,HOU,PHI,SG,points,over,D,other,False,False,0,0,0.0,0.558,nba_api_gamelog,18.0,77,17.5,-127,+104,1.0633,0,0,
2026-04-09,Amen Thompson,HOU,PHI,SG,assists,over,B,watchlist,False,False,1,1,1.0,0.468,nba_api_gamelog,5.3,77,5.5,+102,-125,1.0967,0,0,
2026-04-09,Bam Adebayo,MIA,TOR,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.386,nba_api_gamelog,10.0,70,10.5,-112,-112,1.0233,0,0,
2026-04-09,Tre Jones,CHI,WAS,SG,assists,over,B,watchlist,False,False,1,1,1.0,0.435,nba_api_gamelog,5.5,62,6.5,-127,+103,1.0967,0,0,
2026-04-09,Tre Jones,CHI,WAS,SG,points,over,D,other,False,False,0,0,0.0,0.468,nba_api_gamelog,13.8,62,18.5,-107,-115,1.04,0,0,
2026-04-09,Jarace Walker,IND,BKN,SF,assists,over,B,watchlist,False,False,1,1,1.0,0.432,nba_api_gamelog,2.5,74,3.5,-105,-118,1.0967,0,0,
2026-04-09,Jalen Brunson,NYK,BOS,SF,assists,under,A,valid,True,False,1,1,1.0,0.542,nba_api_gamelog,6.8,72,7.5,+103,-125,1.0567,0,0,
2026-04-09,Jarace Walker,IND,BKN,SF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.419,nba_api_gamelog,5.1,74,6.5,-112,-112,1.0233,0,0,
2026-04-09,Julian Reese,WAS,CHI,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,,unavailable,,0,12.5,+103,-127,1.04,0,0,
2026-04-09,Luka Dončić,LAL,GSW,SF,points,under,D,other,False,False,0,0,0.0,0.516,nba_api_gamelog,33.5,64,,,,1.0467,0,0,
2026-04-09,Nic Claxton,BKN,IND,SF,assists,under,B,watchlist,False,False,1,1,1.0,0.449,nba_api_gamelog,3.7,69,,,,1.0333,0,0,
2026-04-09,Jimmy Butler III,GSW,LAL,SF,points,over,D,other,False,False,0,0,0.0,0.474,nba_api_gamelog,20.0,38,,,,1.04,0,0,
2026-04-09,Derrick White,BOS,NYK,SF,assists,under,B,watchlist,False,False,1,1,1.0,0.413,nba_api_gamelog,5.4,75,5.5,+102,-125,1.0333,0,0,
2026-04-09,Bam Adebayo,MIA,TOR,SF,points,under,D,other,False,False,0,0,0.0,0.514,nba_api_gamelog,20.0,70,19.5,-121,-103,1.0467,0,0,
2026-04-09,Tre Jones,CHI,WAS,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.355,nba_api_gamelog,3.1,62,3.5,-112,-112,1.04,0,0,
2026-04-09,Nic Claxton,BKN,IND,PF,points,over,D,other,False,False,0,0,0.0,0.536,nba_api_gamelog,11.7,69,,,,1.0633,0,0,
2026-04-09,Brandon Ingram,TOR,MIA,PF,points,over,D,other,False,False,0,0,0.0,0.486,nba_api_gamelog,21.3,74,21.5,-104,-120,1.04,0,0,
2026-04-09,Derrick White,BOS,NYK,PF,points,under,D,other,False,False,0,0,0.0,0.467,nba_api_gamelog,16.7,75,15.5,-127,+104,1.0233,0,0,
2026-04-09,Derrick White,BOS,NYK,PF,rebounds,under,A,valid,True,False,1,1,1.0,0.52,nba_api_gamelog,4.5,75,3.5,-162,+130,1.0467,0,0,
2026-04-09,Amen Thompson,HOU,PHI,PF,rebounds,over,A,valid,True,False,1,1,1.0,0.532,nba_api_gamelog,7.8,77,8.5,+108,-134,1.0633,0,0,
2026-04-09,Bam Adebayo,MIA,TOR,PF,assists,under,B,watchlist,False,False,1,1,1.0,0.371,nba_api_gamelog,3.0,70,3.5,+133,-170,1.0333,0,0,
2026-04-09,Julian Reese,WAS,CHI,SF,reb+ast,over,B,watchlist_combo,False,True,2,2,1.0,,combo_average,,,15.5,-104,-120,1.0684,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-09,Tyrese Maxey,PHI,HOU,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,0.455,combo_average,10.8,67,10.5,+113,-139,1.04,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-09,Amen Thompson,HOU,PHI,PF,reb+ast,over,A,valid_combo,True,True,2,2,1.0,0.5,combo_average,13.1,77,13.5,-112,-112,1.08,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-09,Bam Adebayo,MIA,TOR,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,0.378,combo_average,13.0,70,14.5,+108,-134,1.0283,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-09,Tre Jones,CHI,WAS,SF,reb+ast,over,B,watchlist_combo,False,True,2,2,1.0,0.395,combo_average,8.6,62,9.5,-137,+111,1.0684,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-09,Derrick White,BOS,NYK,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,0.466,combo_average,9.9,75,9.5,+114,-139,1.04,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Bam Adebayo,MIA,ATL,SG,assists,under,B,watchlist,False,False,1,1,1.0,0.371,nba_api_gamelog,3.0,70,3.5,-130,+106,1.0333,0,0,
2026-04-12,Paolo Banchero,ORL,BOS,SG,points,under,D,other,False,False,0,0,0.0,0.521,nba_api_gamelog,22.2,71,20.5,-103,-121,1.0467,0,0,
2026-04-12,Brandon Ingram,TOR,BKN,SG,points,under,D,other,False,False,0,0,0.0,0.487,nba_api_gamelog,21.4,76,19.5,-154,+126,1.0233,0,0,
2026-04-12,Cooper Flagg,DAL,CHI,SG,points,over,D,other,False,False,0,0,0.0,,unavailable,,0,36.5,-107,,1.04,0,0,
2026-04-12,Cooper Flagg,DAL,CHI,SG,assists,over,B,watchlist,False,False,1,1,1.0,,unavailable,,0,6.5,-113,,1.0967,0,0,
2026-04-12,Tre Jones,CHI,DAL,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.355,nba_api_gamelog,3.1,62,4.5,+112,,1.04,0,0,
2026-04-12,Jalen Slawson,IND,DET,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Jalen Slawson,IND,DET,SG,assists,under,B,watchlist,False,False,1,1,1.0,,unavailable,,0,,,,1.0333,0,0,
2026-04-12,Jalen Slawson,IND,DET,SG,points,under,D,other,False,False,0,0,0.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Toby Okani,MEM,HOU,SG,points,under,D,other,False,False,0,0,0.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Toby Okani,MEM,HOU,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Toby Okani,MEM,HOU,SG,assists,under,B,watchlist,False,False,1,1,1.0,,unavailable,,0,,,,1.0333,0,0,
2026-04-12,Cade Cunningham,DET,IND,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.46,nba_api_gamelog,5.5,63,3.5,-150,,1.04,0,0,
2026-04-12,Jimmy Butler III,GSW,LAC,SG,points,over,D,other,False,False,0,0,0.0,0.474,nba_api_gamelog,20.0,38,,,,1.04,0,0,
2026-04-12,Jimmy Butler III,GSW,LAC,SG,rebounds,under,A,valid,True,False,1,1,1.0,0.5,nba_api_gamelog,5.6,38,,,,1.0467,0,0,
2026-04-12,Andersson Garcia,UTA,LAL,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Jabari Smith Jr.,HOU,MEM,SG,points,over,D,other,False,False,0,0,0.0,0.545,nba_api_gamelog,15.8,77,,,,1.0633,0,0,
2026-04-12,Jabari Smith Jr.,HOU,MEM,SG,assists,over,A+,valid,True,False,1,1,1.0,0.597,nba_api_gamelog,1.9,77,,,,1.0967,0,0,
2026-04-12,Zaccharie Risacher,ATL,MIA,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.455,nba_api_gamelog,3.8,66,5.5,+118,,1.04,0,0,
2026-04-12,Jeremiah Fears,NOP,MIN,SG,points,under,D,other,False,False,0,0,0.0,0.457,nba_api_gamelog,14.0,81,25.5,-110,,1.0233,0,0,
2026-04-12,Donte DiVincenzo,MIN,NOP,SG,points,over,D,other,False,False,0,0,0.0,0.457,nba_api_gamelog,12.3,81,,,,1.04,0,0,
2026-04-12,Donte DiVincenzo,MIN,NOP,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.395,nba_api_gamelog,4.1,81,,,,1.04,0,0,
2026-04-12,Donte DiVincenzo,MIN,NOP,SG,assists,over,A,valid,True,False,1,1,1.0,0.556,nba_api_gamelog,3.8,81,,,,1.12,0,0,
2026-04-12,Oso Ighodaro,PHX,OKC,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.358,nba_api_gamelog,5.1,81,,,,1.04,0,0,
2026-04-12,Oso Ighodaro,PHX,OKC,SG,assists,under,B,watchlist,False,False,1,1,1.0,0.37,nba_api_gamelog,2.2,81,,,,1.0333,0,0,
2026-04-12,Nikola Vučević,BOS,ORL,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Kevin Porter Jr.,MIL,PHI,SG,points,over,D,other,False,False,0,0,0.0,0.553,nba_api_gamelog,17.4,38,,,,1.0633,0,0,
2026-04-12,Kevin Porter Jr.,MIL,PHI,SG,assists,over,B,watchlist,False,False,1,1,1.0,0.421,nba_api_gamelog,7.4,38,,,,1.0967,0,0,
2026-04-12,Luguentz Dort,OKC,PHX,SG,assists,under,B,watchlist,False,False,1,1,1.0,0.324,nba_api_gamelog,1.2,68,,,,1.0333,0,0,
2026-04-12,Luguentz Dort,OKC,PHX,SG,points,under,D,other,False,False,0,0,0.0,0.426,nba_api_gamelog,8.4,68,,,,1.0233,0,0,
2026-04-12,Daeqwon Plowden,SAC,POR,SG,points,under,D,other,False,False,0,0,0.0,,unavailable,,0,14.5,-121,-103,1.0233,0,0,
2026-04-12,Deni Avdija,POR,SAC,SG,points,over,D,other,False,False,0,0,0.0,0.538,nba_api_gamelog,24.2,65,26.5,-118,-105,1.0633,0,0,
2026-04-12,Deni Avdija,POR,SAC,SG,assists,over,A,valid,True,False,1,1,1.0,0.523,nba_api_gamelog,6.6,65,7.5,+113,-139,1.12,0,0,
2026-04-12,Nikola Jokić,DEN,SAS,SG,points,under,D,other,False,False,0,0,0.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Trevon Scott,BKN,TOR,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Luka Dončić,LAL,UTA,SG,points,over,D,other,False,False,0,0,0.0,0.516,nba_api_gamelog,33.5,64,,,,1.0633,0,0,
2026-04-12,Luka Dončić,LAL,UTA,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.484,nba_api_gamelog,7.7,64,,,,1.04,0,0,
2026-04-12,Luka Dončić,LAL,UTA,SG,assists,over,B,watchlist,False,False,1,1,1.0,0.422,nba_api_gamelog,8.3,64,,,,1.0967,0,0,
2026-04-12,Jaylon Tyson,CLE,WAS,SG,assists,over,B,watchlist,False,False,1,1,1.0,,unavailable,,0,2.5,-139,+116,1.0967,0,0,
2026-04-12,Jaylon Tyson,CLE,WAS,SG,points,over,D,other,False,False,0,0,0.0,,unavailable,,0,18.5,-110,,1.04,0,0,
2026-04-12,Bam Adebayo,MIA,ATL,SF,points,over,D,other,False,False,0,0,0.0,0.514,nba_api_gamelog,20.0,70,23.5,-102,,1.0633,0,0,
2026-04-12,Brandon Ingram,TOR,BKN,SF,assists,over,A,valid,True,False,1,1,1.0,0.553,nba_api_gamelog,3.7,76,3.5,-125,,1.12,0,0,
2026-04-12,Paolo Banchero,ORL,BOS,SF,assists,under,B,watchlist,False,False,1,1,1.0,0.451,nba_api_gamelog,5.1,71,4.5,-164,+133,1.0333,0,0,
2026-04-12,Brandon Ingram,TOR,BKN,SF,rebounds,under,A+,valid,True,False,1,1,1.0,0.579,nba_api_gamelog,5.5,76,5.5,-112,,1.0233,0,0,
2026-04-12,Cooper Flagg,DAL,CHI,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,,unavailable,,0,7.5,-125,,1.04,0,0,
2026-04-12,Julian Reese,WAS,CLE,SF,rebounds,under,B,watchlist,False,False,1,1,1.0,,unavailable,,0,11.5,-115,,1.0233,0,0,
2026-04-12,Tre Jones,CHI,DAL,SF,assists,over,B,watchlist,False,False,1,1,1.0,0.435,nba_api_gamelog,5.5,62,5.5,-143,+117,1.0967,0,0,
2026-04-12,Kawhi Leonard,LAC,GSW,SF,points,under,D,other,False,False,0,0,0.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Cade Cunningham,DET,IND,SF,assists,under,A+,valid,True,False,1,1,1.0,0.571,nba_api_gamelog,9.8,63,7.5,-143,,1.0333,0,0,
2026-04-12,Andersson Garcia,UTA,LAL,SF,points,over,D,other,False,False,0,0,0.0,,unavailable,,0,,,,1.04,0,0,
2026-04-12,Jabari Smith Jr.,HOU,MEM,SF,rebounds,over,A,valid,True,False,1,1,1.0,0.558,nba_api_gamelog,6.9,77,,,,1.0633,0,0,
2026-04-12,Tyrese Maxey,PHI,MIL,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.358,nba_api_gamelog,4.1,67,3.5,-121,,1.04,0,0,
2026-04-12,Tyrese Maxey,PHI,MIL,SF,assists,over,A,valid,True,False,1,1,1.0,0.552,nba_api_gamelog,6.7,67,7.5,+106,,1.12,0,0,
2026-04-12,Tyrese Maxey,PHI,MIL,SF,points,over,D,other,False,False,0,0,0.0,0.463,nba_api_gamelog,28.4,67,28.5,-103,,1.04,0,0,
2026-04-12,Kon Knueppel,CHA,NYK,SF,assists,under,B,watchlist,False,False,1,1,1.0,0.425,nba_api_gamelog,3.4,80,2.5,-167,,1.0333,0,0,
2026-04-12,Oso Ighodaro,PHX,OKC,SF,points,under,D,other,False,False,0,0,0.0,0.42,nba_api_gamelog,6.5,81,,,,1.0233,0,0,
2026-04-12,Nikola Vučević,BOS,ORL,SF,points,over,D,other,False,False,0,0,0.0,0.469,nba_api_gamelog,15.1,64,,,,1.04,0,0,
2026-04-12,Daeqwon Plowden,SAC,POR,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.355,nba_api_gamelog,3.1,31,3.5,-120,-104,1.04,0,0,
2026-04-12,Deni Avdija,POR,SAC,SF,rebounds,under,A,valid,True,False,1,1,1.0,0.508,nba_api_gamelog,6.9,65,7.5,+123,-152,1.0467,0,0,
2026-04-12,Trevon Scott,BKN,TOR,SF,points,under,D,other,False,False,0,0,0.0,0.4,nba_api_gamelog,8.0,5,,,,1.0233,0,0,
2026-04-12,Jaylon Tyson,CLE,WAS,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.369,nba_api_gamelog,5.1,65,4.5,-134,,1.04,0,0,
2026-04-12,Bam Adebayo,MIA,ATL,PF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.386,nba_api_gamelog,10.0,70,11.5,-106,,1.04,0,0,
2026-04-12,Julian Reese,WAS,CLE,PF,points,over,D,other,False,False,0,0,0.0,,unavailable,,0,16.5,-122,,1.04,0,0,
2026-04-12,Julian Reese,WAS,CLE,PF,assists,over,B,watchlist,False,False,1,1,1.0,,unavailable,,0,2.5,-132,+108,1.0967,0,0,
2026-04-12,De'Aaron Fox,SAS,DEN,PF,assists,over,B,watchlist,False,False,1,1,1.0,0.423,nba_api_gamelog,6.2,71,7.5,+119,,1.0967,0,0,
2026-04-12,Cade Cunningham,DET,IND,PF,points,over,D,other,False,False,0,0,0.0,0.556,nba_api_gamelog,24.2,63,18.5,+103,,1.0633,0,0,
2026-04-12,Zaccharie Risacher,ATL,MIA,PF,points,over,D,other,False,False,0,0,0.0,0.455,nba_api_gamelog,9.5,66,13.5,-120,,1.04,0,0,
2026-04-12,Jeremiah Fears,NOP,MIN,PF,assists,under,B,watchlist,False,False,1,1,1.0,0.469,nba_api_gamelog,3.4,81,5.5,+125,,1.0333,0,0,
2026-04-12,Kon Knueppel,CHA,NYK,PF,points,under,D,other,False,False,0,0,0.0,0.512,nba_api_gamelog,18.6,80,17.5,-106,,1.0467,0,0,
2026-04-12,Kon Knueppel,CHA,NYK,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,0.425,nba_api_gamelog,5.3,80,4.5,-152,,1.0233,0,0,
2026-04-12,Nikola Vučević,BOS,ORL,PF,assists,under,B,watchlist,False,False,1,1,1.0,0.469,nba_api_gamelog,3.3,64,,,,1.0333,0,0,
2026-04-12,Kevin Porter Jr.,MIL,PHI,PF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.474,nba_api_gamelog,5.2,38,,,,1.04,0,0,
2026-04-12,Nikola Jokić,DEN,SAS,PF,rebounds,under,B,watchlist,False,False,1,1,1.0,,unavailable,,0,,,,1.0233,0,0,
2026-04-12,Trevon Scott,BKN,TOR,PF,assists,under,A+,valid,True,False,1,1,1.0,0.6,nba_api_gamelog,1.8,5,,,,1.0333,0,0,
2026-04-12,Cooper Flagg,DAL,CHI,SF,reb+ast,over,B,watchlist_combo,False,True,2,2,1.0,,combo_average,,,15.5,-103,,1.0684,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Tre Jones,CHI,DAL,SG,reb+ast,over,B,watchlist_combo,False,True,2,2,1.0,0.395,combo_average,8.6,62,10.5,+107,,1.0684,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Jalen Slawson,IND,DET,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,,combo_average,,,,,,1.0283,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Toby Okani,MEM,HOU,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,,combo_average,,,,,,1.0283,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Jabari Smith Jr.,HOU,MEM,SF,reb+ast,over,A+,valid_combo,True,True,2,2,1.0,0.578,combo_average,8.8,77,,,,1.08,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Donte DiVincenzo,MIN,NOP,SG,reb+ast,over,B,watchlist_combo,False,True,2,2,1.0,0.476,combo_average,7.9,81,,,,1.08,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Nikola Vučević,BOS,ORL,SG,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,0.469,combo_average,3.3,64,,,,1.0283,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Kevin Porter Jr.,MIL,PHI,PF,reb+ast,over,B,watchlist_combo,False,True,2,2,1.0,0.448,combo_average,12.6,38,,,,1.0684,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Trevon Scott,BKN,TOR,SG,reb+ast,under,A+,valid_combo,True,True,2,2,1.0,0.6,combo_average,1.8,5,,,,1.0283,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Luka Dončić,LAL,UTA,SG,reb+ast,over,B,watchlist_combo,False,True,2,2,1.0,0.453,combo_average,16.0,64,,,,1.0684,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Jaylon Tyson,CLE,WAS,SF,reb+ast,over,B,watchlist_combo,False,True,2,2,1.0,0.369,combo_average,5.1,65,7.5,-121,-102,1.0684,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Tyrese Maxey,PHI,MIL,SF,reb+ast,over,B,watchlist_combo,False,True,2,2,1.0,0.455,combo_average,10.8,67,11.5,+114,,1.08,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-12,Kon Knueppel,CHA,NYK,PF,reb+ast,under,B,watchlist_combo,False,True,2,2,1.0,0.425,combo_average,8.7,80,8.5,-118,,1.0283,0,0,Combo: REB+AST = REBOUNDS (1/1) + ASSISTS (1/1)
2026-04-14,Kon Knueppel,CHA,MIA,SG,rebounds,over,B,watchlist,False,False,1,1,1.0,0.432,nba_api_gamelog,5.3,81,5.5,+117,-143,1.11,0,0,
2026-04-14,Deni Avdija,POR,PHX,SG,assists,under,A,valid,True,False,1,1,0.995,0.53,nba_api_gamelog,6.7,66,6.5,+102,-125,0.9954,0,0,
2026-04-14,Deni Avdija,POR,PHX,SG,points,under,D,other,False,False,0,0,0.0,0.545,nba_api_gamelog,24.2,66,24.5,-117,-106,1.0111,0,0,
2026-04-14,Devin Booker,PHX,POR,SG,points,under,D,other,False,False,0,0,0.0,0.5,nba_api_gamelog,26.1,64,26.5,-134,+109,1.0111,0,0,
2026-04-14,Devin Booker,PHX,POR,SF,rebounds,over,B,watchlist,False,False,1,1,1.0,0.484,nba_api_gamelog,3.9,64,4.5,+122,-154,1.11,0,0,
2026-04-14,Kon Knueppel,CHA,MIA,PF,points,over,D,other,False,False,0,0,0.0,0.506,nba_api_gamelog,18.5,81,17.5,-125,+103,1.0244,0,0,
2026-04-19,Tyrese Maxey,PHI,BOS,SG,points,under,D,other,False,False,0,0,0.0,0.457,nba_api_gamelog,28.3,70,25.5,-125,+102,1.0011,0,0,
2026-04-19,Paolo Banchero,ORL,DET,SG,rebounds,under,B,watchlist,False,False,1,1,1.0,0.486,nba_api_gamelog,8.4,72,7.5,-141,+114,1.0711,0,0,
2026-04-19,Paolo Banchero,ORL,DET,SG,assists,under,B,watchlist,False,False,1,1,0.963,0.458,nba_api_gamelog,5.2,72,4.5,+104,-127,0.9634,0,0,
2026-04-19,Paolo Banchero,ORL,DET,SG,points,under,D,other,False,False,0,0,0.0,0.528,nba_api_gamelog,22.2,72,22.5,-112,-110,0.9911,0,0,
